id;Наименование прокуратуры (SV-0001);REGION;Телефон канцелярии (SV-0004);Электронный адрес канцелярии(SV-0005);Адрес приемной(SV-0006);OKATO;CODE;autokey
312;Прокуратура Междуреченского района Вологодской области;Вологодская область;8 (817-49) 2-13-41;mezdu@35.mailop.ru;161050, с. Шуйское, ул. Сухонская Набережная, д. 19;19;385872755;FED_GENPROK_ORGANIZATION_312
310;Прокуратура Кирилловского района Вологодской области;Вологодская область;8 (817-57) 3-10-71;kiril@35.mailop.ru;161100, г. Кириллов, ул. Мира, д. 3;19;385872363;FED_GENPROK_ORGANIZATION_310
325;Сокольская межрайонная прокуратура Вологодской области;Вологодская область;8 (817-33) 3-11-45;sokol@35.mailop.ru;161130, г. Сокол, ул. Советская, д. 96;19;385897235;FED_GENPROK_ORGANIZATION_325
319;Прокуратура Усть-Кубинского района Вологодской области;Вологодская область;8 (817-53) 2-11-13;uskub@35.mailop.ru;161140 с. Устье, Новый пер., д. 4;19;385895003;FED_GENPROK_ORGANIZATION_319
299;Прокуратура Белозерского района Вологодской области;Вологодская область;8 (817-56) 2-12-82;beloz@35.mailop.ru;161200 г. Белозерск, Советский пр., д. 66;19;385869785;FED_GENPROK_ORGANIZATION_299
300;Прокуратура Вашкинского района Вологодской области;Вологодская область;8 (817-58) 2-12-14;vashki@35.mailop.ru;161250 с. Липин Бор, ул. Смирнова, д. 8а;19;385869827;FED_GENPROK_ORGANIZATION_300
318;Прокуратура Тотемского района Вологодской области;Вологодская область;8 (817-39) 2-25-78;totma@35.mailop.ru;161300 г. Тотьма, ул. Советская, д. 24;19;385893537;FED_GENPROK_ORGANIZATION_318
298;Прокуратура Бабушкинского района Вологодской области;Вологодская область;8 (817-45) 2-17-01;babus@35.mailop.ru;161350 , с. им. Бабушкина, ул. Садовая, д. 19;19;385869046;FED_GENPROK_ORGANIZATION_298
314;Прокуратура Нюксенского района Вологодской области;Вологодская область;8 (817-47) 2-90-05;nukse@35.mailop.ru;161380, с. Нюксеница, ул. Советская, д. 1;19;385892839;FED_GENPROK_ORGANIZATION_314
311;Прокуратура Кичменгско-Городецкого района Вологодской области;Вологодская область;8 (817-40) 2-11-19;kigor@35.mailop.ru;161400, с. Кичменгский Городок, ул. Первомайская, д. 40;19;385872568;FED_GENPROK_ORGANIZATION_311
313;Прокуратура Никольского района Вологодской области;Вологодская область;8 (817-54) 2-14-45;nikol@35.mailop.ru;161440, г. Никольск, ул. Красная, д. 83а;19;385872971;FED_GENPROK_ORGANIZATION_313
317;Прокуратура Тарногского района Вологодской области;Вологодская область;8 (817-48) 2-23-64;tarno@35.mailop.ru;161560 с. Тарногский Городок, ул. Пионерская, д. 14;19;385893505;FED_GENPROK_ORGANIZATION_317
308;Прокуратура Грязоветского района Вологодской области;Вологодская область;8 (817-55) 2-21-36;griaz@35.mailop.ru;162000, г. Грязовец, ул. Соколовская, д. 34;19;385871359;FED_GENPROK_ORGANIZATION_308
302;Прокуратура Вожегодского района Вологодской области;Вологодская область;8 (817-44) 2-19-37;vozega@35.mailop.ru;162160 п. Вожега, Садовая, д. 4;19;385870218;FED_GENPROK_ORGANIZATION_302
316;Прокуратура Сямженского района Вологодской области;Вологодская область;8 (817-52) 2-13-20;siamz@35.mailop.ru;162220 с. Сямжа, ул. Западная, д. 17;19;385893300;FED_GENPROK_ORGANIZATION_316
321;Прокуратура Харовского района Вологодской области;Вологодская область;8 (817-32) 2-27-04;harov@35.mailop.ru;162250 г. Харовск, ул. Ленинградская, д. 39;19;385895470;FED_GENPROK_ORGANIZATION_321
301;Прокуратура Верховажского района Вологодской области;Вологодская область;8 (817-59) 2-12-56;verho@35.mailop.ru;162300, с. Верховажье, ул. Октябрьская, д. 8;19;385869872;FED_GENPROK_ORGANIZATION_301
295;Великоустюгская межрайонная прокуратура Вологодской области;Вологодская область;8 (817-38) 2-11-30;veus@35.mailop.ru;162390 г. Великий Устюг, пер. Красный, д. 4;19;385868536;FED_GENPROK_ORGANIZATION_295
322;Прокуратура Чагодощенского района Вологодской области;Вологодская область;8 (817-41) 2-17-62;chago@35.mailop.ru;162400 п. Чагода, ул. Кирова, д. 5б;19;385896163;FED_GENPROK_ORGANIZATION_322
297;Прокуратура Бабаевского района Вологодской области;Вологодская область;8 (817-43) 2-25-40;babaevo@35.mailop.ru;162482, г. Бабаево, ул. Луначарского, д. 33;19;385868736;FED_GENPROK_ORGANIZATION_297
309;Прокуратура Кадуйского района Вологодской области;Вологодская область;8 (817-42) 5-11-20;kadui@35.mailop.ru;162510 п. Кадуй, ул. Строителей, д. 10;19;385872186;FED_GENPROK_ORGANIZATION_309
324;Прокуратура Шекснинского района Вологодской области;Вологодская область;8 (817-51) 2-22-13;sheks@35.mailop.ru;162560, п. Шексна, ул. Октябрьская, д. 34;19;385896796;FED_GENPROK_ORGANIZATION_324
307;Прокуратура г. Череповца Вологодской области;Вологодская область;8 (8-202) 50-15-38;chegor@35.mailop.ru;162600 г. Череповец, пр. Луначарского, д. 11;19;385871301;FED_GENPROK_ORGANIZATION_307
326;Череповецкая межрайонная природоохранная прокуратура Волжской межрегиональной природоохранной прокуратуры;Вологодская область;8 (820-2)57-42-24;chmpp@mail.ru;162600, Вологодская область, г. Череповец, ул. Сталеваров, д. 42;19;382520398;FED_GENPROK_ORGANIZATION_326
323;Прокуратура Череповецкого района Вологодской области;Вологодская область;8 (8202)20-05-01;chern@35.mailop.ru;162604 г. Череповец, ул. Пионерская, д. 19а;19;385896493;FED_GENPROK_ORGANIZATION_323
320;Прокуратура Устюженского района Вологодской области;Вологодская область;8 (817-37) 2-23-61;ustuzna@35.mailop.ru;162840 г. Устюжна, ул. Богатырева, д. 21а;19;385895146;FED_GENPROK_ORGANIZATION_320
305;Прокуратура Вытегорского района Вологодской области;Вологодская область;8 (817-46) 2-28-11;viteg@35.mailop.ru;162900 г. Вытегра, ул. Революции, д. 43;19;385871017;FED_GENPROK_ORGANIZATION_305
353;Прокуратура Левобережного района г. Воронежа Воронежской области;Воронежская область;8(473) 249-57-77;prokuratura-vrn.lvb@36.mailop.ru;394004, г. Воронеж, ул. Ленинградская, д. 110;20;386100857;FED_GENPROK_ORGANIZATION_353
343;Прокуратура Воронежской области;Воронежская область;8(473) 260-89-89;prokuratura-vrn@yandex.ru;394006, Воронежская область, г. Воронеж, переулок Красноармейский, д. 12Б;20;359995777;FED_GENPROK_ORGANIZATION_343
328;Воронежская межрайонная природоохранная прокуратура;Воронежская область;8(473) 264-11-13;prokuratura-vrn.priroda@36.mailop.ru;394006, г. Воронеж, ул. Ворошилова, д. 22, корп. 98;20;386077549;FED_GENPROK_ORGANIZATION_328
329;Воронежская прокуратура по надзору за исполнением законов на особо режимных объектах;Воронежская область;8 (473) 236-86-40;prokuratura-vrn.oro@36.mailop.ru;394006, г. Воронеж, ул. Ворошилова, д. 22, корп. 98;20;386077733;FED_GENPROK_ORGANIZATION_329
330;Воронежская прокуратура по надзору за соблюдением законов в исправительных учреждениях;Воронежская область;8(473) 278-91-81;prokuratura-vrn.iu@36.mailop.ru;394006, г. Воронеж, ул. Ворошилова, д. 22, корп. 98;20;386077786;FED_GENPROK_ORGANIZATION_330
354;Прокуратура Ленинского района г. Воронежа Воронежской области;Воронежская область;8 (473) 277-74-39;prokuratura-vrn.lnn@36.mailop.ru;394006, г. Воронеж, ул. Красноармейская, д. 27;20;386101101;FED_GENPROK_ORGANIZATION_354
344;Прокуратура г. Воронежа Воронежской области;Воронежская область;8 (473) 271-20-22;prokuratura-voronezh@36.mailop.ru;394018 г. Воронеж, ул. Свободы, д. 33;20;386095516;FED_GENPROK_ORGANIZATION_344
352;Прокуратура Коминтерновского района г. Воронежа Воронежской области;Воронежская область;8(473) 246-60-81;prokuratura-vrn.kmt@36.mailop.ru;394026, г. Воронеж, ул. Урицкого, д. 124;20;386100614;FED_GENPROK_ORGANIZATION_352
370;Прокуратура Центрального района г. Воронежа Воронежской области;Воронежская область;8(473) 252-07-01;prokuratura-vrn.centr@36.mailop.ru;394030, г. Воронеж, ул. Плехановская, д. 60;20;386106126;FED_GENPROK_ORGANIZATION_370
331;Воронежская транспортная прокуратура Московской межрегиональной транспортной прокуратуры;Воронежская область;8 (473) 252-73-08;vort@190.mailop.ru;394036, г. Воронеж, площадь Черняховского, д. 2;20;382693688;FED_GENPROK_ORGANIZATION_331
366;Прокуратура Советского района г. Воронежа Воронежской области;Воронежская область;8 (473) 263-15-49;prokuratura-vrn.svt@36.mailop.ru;394051 г. Воронеж, ул. Героев Сибиряков, д. 54;20;386103795;FED_GENPROK_ORGANIZATION_366
347;Прокуратура Железнодорожного района г. Воронежа Воронежской области;Воронежская область;8(473) 223-14-98;prokuratura-vrn.zd@36.mailop.ru;394063, г. Воронеж, ул. Зои Космодемьянской, д. 15;20;386099197;FED_GENPROK_ORGANIZATION_347
349;Прокуратура Каменского района Воронежской области;Воронежская область;8(47357) 5-17-62;prokuratura-kamenka@36.mailop.ru;395510, р.п. Каменка, ул. Полевая, д. 25;20;386099480;FED_GENPROK_ORGANIZATION_349
363;Прокуратура Рамонского района Воронежской области;Воронежская область;8(47340) 2-12-83;prokuratura-ramon@36.mailop.ru;396020, п. Рамонь, ул. 50 лет Октября, д. 1-а;20;386103029;FED_GENPROK_ORGANIZATION_363
345;Прокуратура г. Нововоронежа Воронежской области;Воронежская область;8(47364)2-40-91;prokuratura-nvoronezh@36.mailop.ru;396072, г. Нововоронеж, ул. Парковый проезд, д. 10;20;386096373;FED_GENPROK_ORGANIZATION_345
360;Прокуратура Панинского района Воронежской области;Воронежская область;8(47344)4-76-62;prokuratura-panino@36.mailop.ru;396140, р.п. Панино, ул. Советская, д. 37;20;386102440;FED_GENPROK_ORGANIZATION_360
356;Прокуратура Новоусманского района Воронежской области;Воронежская область;8(47341) 5-38-35;prokuratura-nvusman@36.mailop.ru;396310, с. Новая Усмань, ул. Юбилейная, д. 5-а;20;386101304;FED_GENPROK_ORGANIZATION_356
351;Прокуратура Каширского района Воронежской области;Воронежская область;8(47342)4-12-32;prokuratura-kashira@36.mailop.ru;396350, с. Каширское, ул. Братская, д. 10;20;386100017;FED_GENPROK_ORGANIZATION_351
364;Прокуратура Репьевского района Воронежской области;Воронежская область;8(47374)2-29-79;prokuratura-repievka@36.mailop.ru;396370, с. Репьевка, ул. Ушанева, д. 48;20;386103342;FED_GENPROK_ORGANIZATION_364
359;Прокуратура Павловского района Воронежской области;Воронежская область;8(47362) 2-01-05;prokuratura-pavlovsk@36.mailop.ru;396422, г. Павловск, ул. 1 Мая, д. 15;20;386102296;FED_GENPROK_ORGANIZATION_359
340;Прокуратура Верхнемамонского района Воронежской области;Воронежская область;8(47355)5-61-85;prokuratura-vmamon@36.mailop.ru;396460, с. Верхний Мамон, ул. 60 лет Октября, д. 12;20;386080899;FED_GENPROK_ORGANIZATION_340
339;Прокуратура Бутурлиновского района Воронежской области;Воронежская область;8(47361)2-17-62;prokuratura-buturlinovka@36.mailop.ru;396500, г. Бутурлиновка, ул. Ленина, д. 18;20;386080500;FED_GENPROK_ORGANIZATION_339
336;Прокуратура Аннинского района Воронежской области;Воронежская область;8(47346) 2-17-83;prokuratura-anna@36.mailop.ru;396510, Воронежская область,  Анна пгт., Советская, 25;20;386079108;FED_GENPROK_ORGANIZATION_336
362;Прокуратура Подгоренского района Воронежской области;Воронежская область;8(47394)5-55-88;prokuratura-podgorensk@36.mailop.ru;396560, р.п. Подгоренский, ул. Вокзальная, д. 53а;20;386102658;FED_GENPROK_ORGANIZATION_362
372;Россошанская межрайонная прокуратура Воронежской области;Воронежская область;8(47396) 2-32-67;prokuratura-rossosh@36.mailop.ru;396600, г. Россошь, ул. Алексеева, д. 2-а;20;386106692;FED_GENPROK_ORGANIZATION_372
358;Прокуратура Ольховатского района Воронежской области;Воронежская область;8(47395) 4-07-45;prokuratura-olhovatka@36.mailop.ru;396640, р.п. Ольховатка, ул. Жукова, д. 7, помещение 1;20;386102078;FED_GENPROK_ORGANIZATION_358
350;Прокуратура Кантемировского района Воронежской области;Воронежская область;8(47367) 6-24-74;prokuratura-kantemirovka@36.mailop.ru;396730, п.г.т. Кантемировка, ул. Победы, д. 8;20;386099752;FED_GENPROK_ORGANIZATION_350
338;Прокуратура Богучарского района Воронежской области;Воронежская область;8(47366) 2-40-87;prokuratura-boguchar@36.mailop.ru;396750, Воронежская область, Богучар , Военный городок нп., 68 ;20;386080127;FED_GENPROK_ORGANIZATION_338
341;Прокуратура Верхнехавского района Воронежской области;Воронежская область;8(47343) 7-23-57;prokuratura-vhava@36.mailop.ru;396750, с. Верхняя Хава, ул. 50лет Октября, д. 44;20;386081178;FED_GENPROK_ORGANIZATION_341
365;Прокуратура Семилукского района Воронежской области;Воронежская область;8(47372)2-29-43;prokuratura-semiluki@36.mailop.ru;396810, г. Семилуки, ул. 25 лет Октября, д. 116;20;386103475;FED_GENPROK_ORGANIZATION_365
369;Прокуратура Хохольского района Воронежской области;Воронежская область;8(47371)4-15-97;prokuratura-hoholsky@36.mailop.ru;396840, р.п. Хохольский, ул. Школьная, д. 4;20;386105518;FED_GENPROK_ORGANIZATION_369
355;Прокуратура Нижнедевицкого района Воронежской области;Воронежская область;8(47370)5-16-44;prokuratura-ndevick@36.mailop.ru;396870, с. Нижнедевицк, ул. Братская, д. 10;20;386101149;FED_GENPROK_ORGANIZATION_355
371;Прокуратура Эртильского района Воронежской области;Воронежская область;8(47345)2-17-83;prokuratura-ertil@36.mailop.ru;397030, г. Эртиль, пл. Ленина, д. 4;20;386106480;FED_GENPROK_ORGANIZATION_371
368;Прокуратура Терновского района Воронежской области;Воронежская область;8(47347) 5-11-05;prokuratura-ternovka@36.mailop.ru;397110, с. Терновка, ул. Юбилейная, д. 32б;20;386104847;FED_GENPROK_ORGANIZATION_368
327;Борисоглебская межрайонная прокуратура Воронежской области;Воронежская область;8(47354)6-05-21;prokuratura-borisoglebsk@36.mailop.ru;397140, г. Борисоглебск, ул. Народная, д. 74-а;20;386076615;FED_GENPROK_ORGANIZATION_327
346;Прокуратура Грибановского района Воронежской области;Воронежская область;8(47348) 3-04-33;prokuratura-gribanovka@36.mailop.ru;397240, п.г.т. Грибановский, ул. Комарова, д. 56;20;386098983;FED_GENPROK_ORGANIZATION_346
335;Поворинская межрайонная прокуратура Воронежской области;Воронежская область;8(47376)4-21-90;prokuratura-povorino@36.mailop.ru;397350, г. Поворино, ул. Крупской, д. 10;20;386078155;FED_GENPROK_ORGANIZATION_335
357;Прокуратура Новохоперского района Воронежской области;Воронежская область;8(47353) 3-16-82;prokuratura-nvhopersk@36.mailop.ru;397400, г. Новохоперск, ул. Советская, д. 16;20;386101823;FED_GENPROK_ORGANIZATION_357
367;Прокуратура Таловского района Воронежской области;Воронежская область;8 (47352) 2-28-57;prokuratura-talovaya@36.mailop.ru;397450, р.п. Таловая, ул. Советская, д. 100;20;386104042;FED_GENPROK_ORGANIZATION_367
342;Прокуратура Воробьевского района Воронежской области;Воронежская область;8(47356)3-10-39;prokuratura-vorobievka@36.mailop.ru;397570, с. Воробьевка, ул. Гоголя, д. 10;20;386091091;FED_GENPROK_ORGANIZATION_342
348;Прокуратура Калачеевского района Воронежской области;Воронежская область;8(47363)2-10-72;prokuratura-kalach@36.mailop.ru;397600, г. Калач, ул. Советская, д. 45;20;386099252;FED_GENPROK_ORGANIZATION_348
361;Прокуратура Петропавловского района Воронежской области;Воронежская область;8(47365) 2-16-85;prokuratura-petropavlovka@36.mailop.ru;397670, Воронежская область,  с.Петропавловка, Победы, 14/1 ;20;386102563;FED_GENPROK_ORGANIZATION_361
337;Прокуратура Бобровского района Воронежской области;Воронежская область;8(47350) 4-12-80;prokuratura-bobrov@36.mailop.ru;397710, г. Бобров, ул. Красная Печать, д. 25;20;386079353;FED_GENPROK_ORGANIZATION_337
334;Острогожская межрайонная прокуратура Воронежской области;Воронежская область;8(47375)4-23-76;prokuratura-ostrogozhsk@36.mailop.ru;397855, г. Острогожск, ул. Карла Маркса, д. 18;20;386078067;FED_GENPROK_ORGANIZATION_334
333;Лискинская транспортная прокуратура Московской межрегиональной транспортной прокуратуры;Воронежская область;8 (473-91) 4-49-5;list@190.mailop.ru;397900, Воронежская обл., г. Лиски, ул. Привокзальная, д. 36;20;382694667;FED_GENPROK_ORGANIZATION_333
332;Лискинская межрайонная прокуратура Воронежской области;Воронежская область;8(47391) 4-44-00;prokuratura-liski@36.mailop.ru;397908, г. Лиски, ул. Чехова, д. 55;20;386078030;FED_GENPROK_ORGANIZATION_332
374;Басманная межрайонная прокуратура города Москвы;г. Москва;8 495 623 50 16;bas@77.mailop.ru;101000, г. Москва, ул. Мясницкая, д. 44, стр.1;45;344937363;FED_GENPROK_ORGANIZATION_374
382;Измайловская межрайонная прокуратура города Москвы;г. Москва;8 499 163 21 81;izm@77.mailop.ru;105037, г. Москва, ул. 1-я Прядильная, д. 7;45;344932951;FED_GENPROK_ORGANIZATION_382
404;Прокуратура Восточного административного округа города Москвы;г. Москва;8 499 748 09 98;vao@77.mailop.ru;107014, г. Москва, ул. Стромынка, д. 3;45;344891403;FED_GENPROK_ORGANIZATION_404
424;Тверская межрайонная прокуратура города Москвы;г. Москва;8 495 621 24 00;tve@77.mailop.ru;107031, г. Москва, ул. Петровка, д. 19, стр. 6;45;344941632;FED_GENPROK_ORGANIZATION_424
402;Преображенская межрайонная прокуратура города Москвы;г. Москва;8 495 963 03 02;preob@77.mailop.ru;107061, г. Москва, ул. 9 рота, д. 8, корп. 2;45;344936477;FED_GENPROK_ORGANIZATION_402
397;Московско-Ярославская транспортная прокуратура Московской межрегиональной транспортной прокуратуры;г. Москва;8 (499) 262-14-50;mos-yartt@190.mailop.ru;107140, г. Москва, Комсомольская площадь, д. 5/45;45;382696091;FED_GENPROK_ORGANIZATION_397
420;Северная транспортная прокуратура Московской межрегиональной транспортной прокуратуры;г. Москва;8 (495) 785-05-38;sevt@190.mailop.ru;107140, г. Москва, ул. 2-я Леснорядская, д. 13/15;45;382696381;FED_GENPROK_ORGANIZATION_420
395;Московско-Рязанская транспортная прокуратура Московской межрегиональной транспортной прокуратуры;г. Москва;8 (495) 785-05-38;mos-rzntt@190.mailop.ru;107140, г. Москва, ул. 2-я Леснорядская, д. 13/15;45;382695875;FED_GENPROK_ORGANIZATION_395
394;Московско-Курская транспортная прокуратура Московской межрегиональной транспортной прокуратуры;г. Москва;8 (495) 785-05-38;mktp@190.mailop.ru;107140, г. Москва, ул. 2-я Леснорядская, д. 13/15;45;382695825;FED_GENPROK_ORGANIZATION_394
396;Московско-Смоленская транспортная прокуратура Московской межрегиональной транспортной прокуратуры;г. Москва;8 (495) 785-05-38;mos-smtt@190.mailop.ru;107140, г. Москва, ул. 2-я Леснорядская, д.13/15;45;382695907;FED_GENPROK_ORGANIZATION_396
391;Московская межрегиональная транспортная прокуратура;г. Москва;8 (495) 785-70-00;mmtp@190.mailop.ru;107140, г. Москва, ул. Краснопрудная, д. 22 Б;45;360072540;FED_GENPROK_ORGANIZATION_391
410;Прокуратура Московской области;г. Москва;8 (495) 628-27-88;otdelpisem@50.mailop.ru;107996, г. Москва, Малый Кисельный переулок, д. 5, стр. 1.;45;359996669;FED_GENPROK_ORGANIZATION_410
393;Московская прокуратура по надзору за соблюдением законов в исправительных учреждениях Московской области;г. Москва;8 (495) 571-10-46;mosizoro@77.mailop.ru;109044, г. Москва, Пл. Крестьянская застава, д. 1;45;382220587;FED_GENPROK_ORGANIZATION_393
423;Таганская межрайонная прокуратура города Москвы;г. Москва;8 495 676 31 10;tag@77.mailop.ru;109316, г. Москва, ул. Талалихина, д. 39;45;344940356;FED_GENPROK_ORGANIZATION_423
416;Прокуратура Юго-Восточного административного округа города Москвы;г. Москва;8 495 919 01 31;uvao@77.mailop.ru;109377, г. Москва, ул. 1-ая Новокузьминская, д. 13/8;45;344892419;FED_GENPROK_ORGANIZATION_416
384;Кузьминская межрайонная прокуратура города Москвы;г. Москва;8 495 379 77 58;kuz@77.mailop.ru;109377, г. Москва, ул. 1–я Новокузьминская, д. 13/8;45;344893276;FED_GENPROK_ORGANIZATION_384
387;Люблинская межрайонная прокуратура города Москвы;г. Москва;8 (495) 359-36-70;liub@77.mailop.ru;109559, г. Москва, ул. Ставропольская, д. 66;45;360240406;FED_GENPROK_ORGANIZATION_387
405;Прокуратура города Москвы;г. Москва;8 495 951 71 97;moscow_mb@77.mailop.ru;109992, г. Москва, пл. Крестьянская застава, д. 1;45;344549213;FED_GENPROK_ORGANIZATION_405
386;Лефортовская межрайонная прокуратура города Москвы;г. Москва;8 495 362 66 71;lef@77.mailop.ru;111250, г. Москва, ул. Красноказарменная, д. 9;45;344893402;FED_GENPROK_ORGANIZATION_386
401;Перовская межрайонная прокуратура города Москвы;г. Москва;8 495 672 05 13;per@77.mailop.ru;111401, г. Москва, ул. Металлургов, д. 23а;45;344933244;FED_GENPROK_ORGANIZATION_401
380;Замоскворецкая межрайонная прокуратура города Москвы;г. Москва;8 495 953 43 25;zam@77.mailop.ru;115184, г. Москва, ул. Большой Овчинниковский переулок д.18 стр. 1;45;344938662;FED_GENPROK_ORGANIZATION_380
421;Симоновская межрайонная прокуратура города Москвы;г. Москва;8 495 954 36 76;sim@77.mailop.ru;115280, г. Москва, ул. Лестева, д. 18;45;344892555;FED_GENPROK_ORGANIZATION_421
418;Прокуратура Южного административного округа города Москвы;г. Москва;8 499 612 95 85;uao@77.mailop.ru;115446, г. Москва, Коломенский пр-д, д, 12, корп. 1;45;344891698;FED_GENPROK_ORGANIZATION_418
414;Прокуратура Троицкого и Новомосковского административных округов города Москвы;г. Москва;8 499 234 16 90;tinao@77.mailop.ru;117148, г. Москва, ул. Маршала Савицкого, 16, корп. 1 и 142190, г. Троицк, ул. Солнечная, д. 10;45;397380070;FED_GENPROK_ORGANIZATION_414
381;Зюзинская межрайонная прокуратура города Москвы;г. Москва;8 499 124 00 66;ziuz@77.mailop.ru;117292, г. Москва, ул. Дмитрия Ульянова, д. 16, корп. 3;45;344893045;FED_GENPROK_ORGANIZATION_381
417;Прокуратура Юго-Западного административного округа города Москвы;г. Москва;8 495 331 42 12;uzao@77.mailop.ru;117420, г. Москва, ул. Наметкина, д. 11, корп. 2;45;344891625;FED_GENPROK_ORGANIZATION_417
388;Межрайонная природоохранная прокуратура города Москвы;г. Москва;8 499 723 01 07;prir@77.mailop.ru;117420, г. Москва, ул. Профсоюзная, д. 41;45;344891159;FED_GENPROK_ORGANIZATION_388
409;Прокуратура Московского метрополитена;г. Москва;8 459 688 01 15;metro@77.mailop.ru;117420, г. Москва, ул. Профсоюзная, д. 59, корп. 1;45;344891808;FED_GENPROK_ORGANIZATION_409
429;Черемушкинская межрайонная прокуратура города Москвы;г. Москва;8 495 718 26 44;cherm@77.mailop.ru;117420, г.Москва, ул.Наметкина, д.11, корп.2;45;344893201;FED_GENPROK_ORGANIZATION_429
430;Чертановская межрайонная прокуратура города Москвы;г. Москва;8 499 317 40 22;chert@77.mailop.ru;117587, г. Москва, ул. Варшавское ш., д. 116;45;344892613;FED_GENPROK_ORGANIZATION_430
398;Нагатинская межрайонная прокуратура города Москвы;г. Москва;8 495 310 53 01;nag@77.mailop.ru;117587, г. Москва, ул. Варшавское ш., д. 116;45;344892493;FED_GENPROK_ORGANIZATION_398
415;Прокуратура Центрального административного округа города Москвы;г. Москва;8 499 609 10 06;tse@77.mailop.ru;119021, г. Москва, ул. Льва Толстого, д. 8, стр. 1;45;344892346;FED_GENPROK_ORGANIZATION_415
431;Юго-Западная транспортная прокуратура Московской межрегиональной транспортной прокуратуры;г. Москва;8 (499) 242-00-40;iugot@190.mailop.ru;119048, г. Москва, ул. Хамовнический вал, д. 1;45;382696661;FED_GENPROK_ORGANIZATION_431
427;Хамовническая межрайонная прокуратура города Москвы;г. Москва;8 499 242 53 87;kham@77.mailop.ru;119270, г. Москва, Фрунзенская наб., д. 38/1;45;344939127;FED_GENPROK_ORGANIZATION_427
376;Гагаринская межрайонная прокуратура города Москвы;г. Москва;8 (48135) 6-39-88;gag@77.mailop.ru;119334, г. Москва, Ленинский пр-т., д. 43;45;387847302;FED_GENPROK_ORGANIZATION_376
399;Никулинская межрайонная прокуратура города Москвы;г. Москва;8 499 233 42 46;nik@77.mailop.ru;119602, г. Москва, Мичуринский проспект, Олимпийская деревня, д. 3;45;344936847;FED_GENPROK_ORGANIZATION_399
422;Солнцевская межрайонная прокуратура города Москвы;г. Москва;8 495 435 11 74;sol@77.mailop.ru;119618, г. Москва, ул. 50 лет Октября, д. 6, корп. 1;45;344937016;FED_GENPROK_ORGANIZATION_422
379;Дорогомиловская межрайонная прокуратура города Москвы;г. Москва;8 499 249 98 48;dor@77.mailop.ru;121170, г. Москва, ул. Кутузовский пр-т., д. 37,корп. 1;45;344936611;FED_GENPROK_ORGANIZATION_379
406;Прокуратура Западного административного округа города Москвы;г. Москва;8 499 243 22 34;zap@77.mailop.ru;121248, г. Москва, Кутузовский просп., д. 10;45;344891477;FED_GENPROK_ORGANIZATION_406
385;Кунцевская межрайонная прокуратура города Москвы;г. Москва;8 495 447 61 54;kun@77.mailop.ru;121354, г. Москва, у. Гришина, д. 18, корп. 1;45;344936745;FED_GENPROK_ORGANIZATION_385
390;Московская городская военная прокуратура;г. Москва;8 (499) 195-05-10;;123007, г. Москва, Хорошевское шоссе, 38 Д/2;45;359997021;FED_GENPROK_ORGANIZATION_390
413;Прокуратура Северо-Западного административного округа города Москвы;г. Москва;8 499 190 20 48;szao@77.mailop.ru;123098, г. Москва, ул. Живописная, д. 42;45;344892199;FED_GENPROK_ORGANIZATION_413
428; Хорошевская межрайонная прокуратура города Москвы;г. Москва;8 499 197 06 94;khor@77.mailop.ru;123154, г. Москва, ул. Народного ополчения, д. 33, корп. 1;45;344901148;FED_GENPROK_ORGANIZATION_428
403;Пресненская межрайонная прокуратура города Москвы;г. Москва;8 499 252 29 60;presn@77.mailop.ru;123242, г. Москва, ул. Красная Пресня, д. 10;45;344940090;FED_GENPROK_ORGANIZATION_403
407;Прокуратура Зеленоградского административного округа города Москвы;г. Москва;8 499 735 25 60;zel@77.mailop.ru;124482, г. Москва, г. Зеленоград, корп. 337;45;344891552;FED_GENPROK_ORGANIZATION_407
2919;Генеральная прокуратура Российской Федерации ;г. Москва;;;125009, г. Москва, ул. Большая Дмитровка, 15а;45;402651553;FED_GENPROK_ORGANIZATION_2919
378;Головинская межрайонная прокуратура города Москвы;г. Москва;8 499 157 42 48;gol@77.mailop.ru;125167, г. Москва, ул. Ленинградский пр-т., д. 45, корп. 3;45;344893952;FED_GENPROK_ORGANIZATION_378
392;Московская прокуратура по надзору за исполнением законов на воздушном и водном транспорте;г. Москва;8 (495) 459-90-38;mosnvtt@190.mailop.ru;125212, г. Москва, Ленинградское шоссе, д. 58/10;45;382695779;FED_GENPROK_ORGANIZATION_392
411;Прокуратура Северного административного округа города Москвы;г. Москва;8 499 943 87 26;sao@77.mailop.ru;125252, г. Москва, ул. Куусинена, д. 21;45;344892052;FED_GENPROK_ORGANIZATION_411
419;Савеловская межрайонная прокуратура города Москвы;г. Москва;8 495 946 13 10;sav@77.mailop.ru;125284, г. Москва, Хорошевское ш., д. 16, корп. 2;45;344897084;FED_GENPROK_ORGANIZATION_419
426;Тушинская межрайонная прокуратура города Москвы;г. Москва;8 495 491 12 29;tush@77.mailop.ru;125362, г. Москва, ул. Свободы, д.19/1;45;344901020;FED_GENPROK_ORGANIZATION_426
389;Мещанская межрайонная прокуратура города Москвы;г. Москва;8 495 608 88 43;meshch@77.mailop.ru;127051, г. Москва, ул. Трубная, д. 19, стр. 1;45;344940007;FED_GENPROK_ORGANIZATION_389
